tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
9606,Homo sapiens,4774,0,live,NFIA,"BRMUTD, CTF, NF-I/A, NF1-A, NFI-A, NFI-L",nuclear factor I A,nuclear factor 1 A-type|CCAAT-box-binding transcription factor|TGGCA-binding protein,1p31.3,1,NC_000001.11,61077227,61462788,plus,15,600727
9606,Homo sapiens,4046,0,live,LSP1,"WP34, pp52",lymphocyte specific protein 1,lymphocyte-specific protein 1|47 kDa actin binding protein|52 kDa phosphoprotein|F-actin binding and cytoskeleton associated protein|leufactin (leukocyte F-actin binding protein)|leukocyte-specific protein 1|lymphocyte-specific antigen WP34,11p15.5,11,NC_000011.10,1853084,1892263,plus,16,153432
9606,Homo sapiens,5617,0,live,PRL,GHA1,prolactin,prolactin|decidual prolactin|growth hormone A1,6p22.3,6,NC_000006.12,22287246,22302897,minus,7,176760
9606,Homo sapiens,5788,0,live,PTPRC,"B220, CD45, CD45R, GP180, L-CA, LCA, LY5, T200",protein tyrosine phosphatase receptor type C,"receptor-type tyrosine-protein phosphatase C|CD45 antigen|T200 glycoprotein|T200 leukocyte common antigen|protein tyrosine phosphatase, receptor type, c polypeptide",1q31.3-q32.1,1,NC_000001.11,198639025,198757476,plus,34,151460
9606,Homo sapiens,29089,0,live,UBE2T,"FANCT, HSPC150, PIG50",ubiquitin conjugating enzyme E2 T,ubiquitin-conjugating enzyme E2 T|E2 ubiquitin-conjugating enzyme T|HSPC150 protein similar to ubiquitin-conjugating enzyme|cell proliferation-inducing gene 50 protein|ubiquitin carrier protein T|ubiquitin conjugating enzyme E2T|ubiquitin-conjugating enzyme E2T (putative)|ubiquitin-protein ligase T,1q32.1,1,NC_000001.11,202331657,202341936,minus,7,610538
9606,Homo sapiens,966,0,live,CD59,"16.3A5, 1F5, EJ16, EJ30, EL32, G344, HRF-20, HRF20, MAC-IP, MACIF, MEM43, MIC11, MIN1, MIN2, MIN3, MIRL, MSK21, p18-20",CD59 molecule (CD59 blood group),"CD59 glycoprotein|1F5 antigen|20 kDa homologous restriction factor|CD59 antigen p18-20 (antigen identified by monoclonal antibodies 16.3A5, EJ16, EJ30, EL32 and G344)|CD59 blood group antigen|CD59 molecule, complement regulatory protein|Ly-6-like protein|MEM43 antigen|T cell-activating protein|human leukocyte antigen MIC11|lymphocytic antigen CD59/MEM43|membrane attack complex (MAC) inhibition factor|membrane attack complex inhibition factor|membrane inhibitor of reactive lysis|protectin|surface anitgen recognized by monoclonal antibody 16.3A5",11p13,11,NC_000011.10,33703010,33736479,minus,8,107271
9606,Homo sapiens,6376,0,live,CX3CL1,"ABCD-3, C3Xkine, CXC3, CXC3C, NTN, NTT, SCYD1, fractalkine, neurotactin",C-X3-C motif chemokine ligand 1,"fractalkine|C-X3-C motif chemokine 1|CX3C membrane-anchored chemokine|chemokine (C-X3-C motif) ligand 1|small inducible cytokine subfamily D (Cys-X3-Cys), member 1 (fractalkine, neurotactin)|small inducible cytokine subfamily D (Cys-X3-Cys), member-1|small-inducible cytokine D1",16q21,16,NC_000016.10,57372490,57385044,plus,3,601880
9606,Homo sapiens,1524,0,live,CX3CR1,"CCRL1, CMKBRL1, CMKDR1, GPR13, GPRV28, V28",C-X3-C motif chemokine receptor 1,CX3C chemokine receptor 1|C-X3-C CKR-1|CMK-BRL-1|CMK-BRL1|G-protein coupled receptor 13|beta chemokine receptor-like 1|chemokine (C-C) receptor-like 1|chemokine (C-X3-C motif) receptor 1|chemokine (C-X3-C) receptor 1|fractalkine receptor,3p22.2,3,NC_000003.12,39263494,39281735,minus,5,601470
9606,Homo sapiens,3002,0,live,GZMB,"C11, CCPI, CGL-1, CGL1, CSP-B, CSPB, CTLA1, CTSGL1, HLP, SECT",granzyme B,"granzyme B|T-cell serine protease 1-3E|cathepsin G-like 1|cytotoxic T-lymphocyte proteinase 2|cytotoxic serine protease B|fragmentin 2|granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1)|human lymphocyte protein",14q12,14,NC_000014.9,24630954,24634190,minus,5,123910
9606,Homo sapiens,9332,0,live,CD163,"M130, MM130, SCARI1",CD163 molecule,scavenger receptor cysteine-rich type 1 protein M130|hemoglobin scavenger receptor|macrophage-associated antigen,12p13.31,12,NC_000012.12,7470811,7503808,minus,16,605545
9606,Homo sapiens,2018,0,live,EMX2,,empty spiracles homeobox 2,homeobox protein EMX2|empty spiracles homolog 2|empty spiracles-like protein 2,10q26.11,10,NC_000010.11,117542746,117549546,plus,3,600035
9606,Homo sapiens,1269,0,live,CNR2,"CB-2, CB2, CX5",cannabinoid receptor 2,cannabinoid receptor 2|cannabinoid receptor 2 (macrophage),1p36.11,1,NC_000001.11,23870515,23913362,minus,6,605051
9606,Homo sapiens,100,0,live,ADA,ADA1,adenosine deaminase,adenosine deaminase|adenosine aminohydrolase,20q13.12,20,NC_000020.11,44619522,44651699,minus,12,608958
9606,Homo sapiens,4092,0,live,SMAD7,"CRCS3, MADH7, MADH8",SMAD family member 7,"mothers against decapentaplegic homolog 7|MAD (mothers against decapentaplegic, Drosophila) homolog 7|MAD homolog 8|Mothers against decapentaplegic, drosophila, homolog of, 7|SMAD, mothers against DPP homolog 7|hSMAD7|mothers against DPP homolog 8",18q21.1,18,NC_000018.10,48919853,48950965,minus,5,602932
9606,Homo sapiens,943,0,live,TNFRSF8,"CD30, D1S166E, Ki-1",TNF receptor superfamily member 8,tumor necrosis factor receptor superfamily member 8|CD30L receptor|Ki-1 antigen|cytokine receptor CD30|lymphocyte activation antigen CD30,1p36.22,1,NC_000001.11,12063303,12144213,plus,16,153243
9606,Homo sapiens,578,0,live,BAK1,"BAK, BAK-LIKE, BCL2L7, CDN1",BCL2 antagonist/killer 1,bcl-2 homologous antagonist/killer|BCL2-like 7 protein|apoptosis regulator BAK|bcl-2-like protein 7|bcl2-L-7|pro-apoptotic protein BAK,6p21.31,6,NC_000006.12,33572552,33580296,minus,7,600516
9606,Homo sapiens,430,0,live,ASCL2,"ASH2, HASH2, MASH2, bHLHa45",achaete-scute family bHLH transcription factor 2,achaete-scute homolog 2|achaete-scute complex homolog 2|achaete-scute complex-like 2|class A basic helix-loop-helix protein 45|mammalian achaete/scute homologue 2,11p15.5,11,NC_000011.10,2268498,2270588,minus,2,601886
9606,Homo sapiens,55554,0,live,KLK15,"ACO, HSRNASPH",kallikrein related peptidase 15,kallikrein-15|ACO protease|kallikrein-like serine protease|prostinogen,19q13.33,19,NC_000019.10,50825289,50834337,minus,6,610601
9606,Homo sapiens,57178,0,live,ZMIZ1,"MIZ, NEDDFSA, RAI17, TRAFIP10, ZIMP10",zinc finger MIZ-type containing 1,"zinc finger MIZ domain-containing protein 1|retinoic acid induced 17|zinc finger-containing, Miz1, PIAS-like protein on chromosome 10",10q22.3,10,NC_000010.11,79068966,79316519,plus,30,607159
9606,Homo sapiens,10477,0,live,UBE2E3,"UBCH9, UbcM2",ubiquitin conjugating enzyme E2 E3,"ubiquitin-conjugating enzyme E2 E3|E2 ubiquitin-conjugating enzyme E3|ubiquitin carrier protein E3|ubiquitin conjugating enzyme E2E 3|ubiquitin-conjugating enzyme E2-23 kDa|ubiquitin-conjugating enzyme E2E 3 (UBC4/5 homolog, yeast)|ubiquitin-conjugating enzyme E2E 3 (homologous to yeast UBC4/5)|ubiquitin-protein ligase E3",2q31.3,2,NC_000002.12,180980360,181063427,plus,10,604151
9606,Homo sapiens,677,0,live,ZFP36L1,"BRF1, Berg36, ERF-1, ERF1, RNF162B, TIS11B, cMG1",ZFP36 ring finger protein like 1,"mRNA decay activator protein ZFP36L1|EGF-response factor 1|TPA-induced sequence 11b|ZFP36-like 1|butyrate response factor 1|early response factor Berg36|zinc finger protein 36, C3H type-like 1|zinc finger protein 36, C3H1 type-like 1|zinc finger protein, C3H type, 36-like 1",14q24.1,14,NC_000014.9,68787655,68796243,minus,4,601064
9606,Homo sapiens,7136,0,live,TNNI2,"AMCD2B, DA2B, DA2B1, FSSV, fsTnI","troponin I2, fast skeletal type","troponin I, fast skeletal muscle|troponin I fast twitch 2|troponin I type 2 (skeletal, fast)|troponin I, skeletal, fast",11p15.5,11,NC_000011.10,1838981,1841678,plus,10,191043
9606,Homo sapiens,2169,0,live,FABP2,"FABPI, I-FABP",fatty acid binding protein 2,"fatty acid-binding protein, intestinal|fatty acid binding protein 2, intestinal|intestinal-type fatty acid-binding protein",4q26,4,NC_000004.12,119317250,119322138,minus,4,134640
9606,Homo sapiens,3938,0,live,LCT,"LAC, LPH, LPH1",lactase,lactase-phlorizin hydrolase|lactase-glycosylceramidase|lactase-phlorizin hydrolase-1,2q21.3,2,NC_000002.12,135787850,135837195,minus,17,603202
9606,Homo sapiens,22841,0,live,RAB11FIP2,"Rab11-FIP2, nRip11",RAB11 family interacting protein 2,rab11 family-interacting protein 2|RAB11 family interacting protein 2 (class I),10q26.11,10,NC_000010.11,118004916,118046941,minus,7,608599
9606,Homo sapiens,53347,0,live,UBASH3A,"CLIP4, STS-2, TULA, TULA-1",ubiquitin associated and SH3 domain containing A,ubiquitin-associated and SH3 domain-containing protein A|T-cell ubiquitin ligand 1|T-cell ubiquitin ligand protein|cbl-interacting protein 4|suppressor of T-cell receptor signaling 2,21q22.3,21,NC_000021.9,42403880,42447684,plus,16,605736
9606,Homo sapiens,6890,0,live,TAP1,"ABC17, ABCB2, APT1, D6S114E, PSF-1, PSF1, RING4*0102N, TAP1N, TAP1","transporter 1, ATP binding cassette subfamily B member","antigen peptide transporter 1|ABC transporter, MHC 1|ATP-binding cassette sub-family B member 2|ATP-binding cassette, sub-family B (MDR/TAP), member 2|peptide supply factor 1|peptide transporter PSF1|peptide transporter TAP1|peptide transporter involved in antigen processing 1|really interesting new gene 4 protein|transporter 1 ATP-binding cassette sub-family B|transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)|transporter associated with antigen processing|transporter, ATP-binding cassette, major histocompatibility complex, 1",6p21.32,6,NC_000006.12,32845209,32853704,minus,12,170260
9606,Homo sapiens,55054,0,live,ATG16L1,"APG16L, ATG16A, ATG16L, IBD10, WDR30",autophagy related 16 like 1,autophagy-related protein 16-1|APG16L beta|ATG16 autophagy related 16-like 1|WD repeat domain 30,2q37.1,2,NC_000002.12,233251647,233295674,plus,19,610767
9606,Homo sapiens,5341,0,live,PLEK,P47,pleckstrin,pleckstrin|platelet 47 kDa protein,2p14,2,NC_000002.12,68365282,68397453,plus,9,173570
9606,Homo sapiens,7043,0,live,TGFB3,"ARVD, ARVD1, LDS5, RNHF, TGF-beta3",transforming growth factor beta 3,transforming growth factor beta-3 proprotein|prepro-transforming growth factor beta-3,14q24.3,14,NC_000014.9,75958097,75983011,minus,8,190230
9606,Homo sapiens,3125,0,live,HLA-DRB3,"DRB3, HLA-DPB1, HLA-DR1B, HLA-DR3B*, HLA-DRB3","major histocompatibility complex, class II, DR beta 3","major histocompatibility complex, class II, DR beta 3|HLA DRB3|HLA class II histocompatibility antigen, DR beta 3 chain|MHC class II DR beta chain|MHC class II HLA-DR beta 3 chain|MHC class II antigen DR beta 3 chain|MHC class II antigen DRB3|MHC class II protein|human leucocyte antigen DRB3",6p21.3,6,,,,,,612735
9606,Homo sapiens,7140,0,live,TNNT3,"DA2B2, TNTF, beta-TnTF","troponin T3, fast skeletal type","troponin T, fast skeletal muscle|troponin T type 3 (skeletal, fast)",11p15.5,11,NC_000011.10,1919551,1938704,plus,22,600692
9606,Homo sapiens,56983,0,live,POGLUT1,"C3orf9, CLP46, KDELCL1, KTELC1, LGMD2Z, LGMDR21, MDS010, MDSRP, Rumi, hCLP46",protein O-glucosyltransferase 1,protein O-glucosyltransferase 1|9630046K23Rik|CAP10-like 46 kDa protein|KDELC family like 1|KTEL (Lys-Tyr-Glu-Leu) containing 1|KTEL motif-containing protein 1|O-glucosyltransferase Rumi homolog|hRumi|myelodysplastic syndromes relative protein|protein O-xylosyltransferase POGLUT1|x 010 protein,3q13.33,3,NC_000003.12,119468955,119494708,plus,13,615618
9606,Homo sapiens,200734,0,live,SPRED2,Spred-2,sprouty related EVH1 domain containing 2,"sprouty-related, EVH1 domain-containing protein 2|sprouty protein with EVH-1 domain 2, related sequence",2p14,2,NC_000002.12,65307425,65432599,minus,10,609292
9606,Homo sapiens,127833,0,live,SYT2,"CMS7, MYSPC, SytII",synaptotagmin 2,synaptotagmin-2|synaptotagmin II,1q32.1,1,NC_000001.11,202590596,202710454,minus,11,600104
9606,Homo sapiens,5445,0,live,PON2,,paraoxonase 2,serum paraoxonase/arylesterase 2|A-esterase 2|PON 2|aromatic esterase 2|arylesterase 2|paraoxonase nirs|serum aryldialkylphosphatase 2,7q21.3,7,NC_000007.14,95404862,95435028,minus,9,602447
9606,Homo sapiens,3811,0,live,KIR3DL1,"CD158E1, KIR, KIR2DL5B/S1, NKAT-3, NKAT3, NKB1, NKB1B, KIR3DL1","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1","killer cell immunoglobulin-like receptor 3DL1|CD158 antigen-like family member E|HLA-BW4-specific inhibitory NK cell receptor|KIR antigen 3DL1|killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1|natural killer-associated transcript 3|p70 NK receptor CL-2/CL-11|p70 killer cell inhibitory receptor|p70 natural killer cell receptor clones CL-2/CL-11",19q13.42,19,NC_000019.10,54816438,54830778,plus,9,604946
9606,Homo sapiens,150223,0,live,YDJC,,YdjC chitooligosaccharide deacetylase homolog,carbohydrate deacetylase|UPF0249 protein ydjC homolog|YdjC homolog,22q11.21,22,NC_000022.11,21628089,21630022,minus,5,
9606,Homo sapiens,10371,0,live,SEMA3A,"COLL1, HH16, Hsema-I, Hsema-III, SEMA1, SEMAD, SEMAIII, SEMAL, SemD, coll-1",semaphorin 3A,"semaphorin-3A|collapsin 1|sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A|semaphorin D|semaphorin III|semaphorin L",7q21.11,7,NC_000007.14,83955777,84515189,minus,25,603961
9606,Homo sapiens,5499,0,live,PPP1CA,"PP-1A, PP1A, PP1alpha, PPP1A",protein phosphatase 1 catalytic subunit alpha,"serine/threonine-protein phosphatase PP1-alpha catalytic subunit|protein phosphatase 1, catalytic subunit, alpha isozyme|serine/threonine protein phosphatase PP1-alpha 1 catalytic subunit|testicular tissue protein Li 155",11q13.2,11,NC_000011.10,67398183,67401858,minus,7,176875
9606,Homo sapiens,4277,0,live,MICB,PERB11.2,MHC class I polypeptide-related sequence B,MHC class I polypeptide-related sequence B|MHC class I antigen-related protein B|MHC class I chain-related protein B|MHC class I mic-B antigen|MHC class I-like molecule PERB11.2-IMX|stress inducible class I homolog,6p21.33,6,NC_000006.12,31494918,31511124,plus,7,602436
9606,Homo sapiens,6891,0,live,TAP2,"ABC18, ABCB3, APT2, D6S217E, PSF-2, PSF2, RING11","transporter 2, ATP binding cassette subfamily B member","antigen peptide transporter 2|ABC transporter, MHC 2|ATP-binding cassette, sub-family B (MDR/TAP), member 3|peptide supply factor 2|peptide transporter PSF2|peptide transporter involved in antigen processing 2|really interesting new gene 11 protein|transporter 2, ABC (ATP binding cassette)|transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)",6p21.32,6,NC_000006.12,32821831,32838739,minus,13,170261
9606,Homo sapiens,7051,0,live,TGM1,"ARCI1, ICR2, KTG, LI, LI1, TGASE, TGK",transglutaminase 1,"protein-glutamine gamma-glutamyltransferase K|K polypeptide epidermal type I, protein-glutamine-gamma-glutamyltransferase|TG(K)|TGase K|TGase-1|epidermal TGase|transglutaminase K|transglutaminase, keratinocyte",14q12,14,NC_000014.9,24249114,24263177,minus,15,190195
9606,Homo sapiens,3492,0,live,IGH,"IGD1.1@, IGH@, IGHD@, IGHDY1, IGHJ, IGHJ@, IGHV, IGHV@, IGH",immunoglobulin heavy locus,"D (diversity) region of heavy chains|J (joining) region of heavy chains|immunglobulin heavy chain variable region|immunoglobulin heavy diversity cluster|immunoglobulin heavy diversity group|immunoglobulin heavy diversity locus|immunoglobulin heavy joining cluster|immunoglobulin heavy joining group|immunoglobulin heavy polypeptide, joining region|immunoglobulin heavy variable cluster|immunoglobulin heavy variable group",14q32.33,14,NC_000014.9,105586437,106879844,minus,0,"146910,147010,147070"
9606,Homo sapiens,2524,0,live,FUT2,"B12QTL1, SE, SEC2, Se2, sej",fucosyltransferase 2,"galactoside alpha-(1,2)-fucosyltransferase 2|GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 2|alpha (1,2) fucosyltransferase|alpha(1,2)FT 2|alpha(1,2)FT2|fucosyltransferase 2 (secretor status included)|galactoside 2-L-fucosyltransferase|galactoside 2-alpha-L-fucosyltransferase 2|secretor blood group alpha-2-fucosyltransferase|secretor factor|truncated fucosyltransferase 2|type 1 galactoside alpha-(1,2)-fucosyltransferase FUT2|type 2 galactoside alpha-(1,2)-fucosyltransferase FUT2",19q13.33,19,NC_000019.10,48695971,48705951,plus,2,182100
9606,Homo sapiens,55816,0,live,DOK5,"C20orf180, IRS-6, IRS6",docking protein 5,docking protein 5|downstream of tyrosine kinase 5|insulin receptor substrate 6,20q13.2,20,NC_000020.11,54475593,54651171,plus,11,608334
9606,Homo sapiens,58533,0,live,SNX6,"MSTP010, TFAF2",sorting nexin 6,sorting nexin-6|TRAF4-associated factor 2|tumor necrosis factor receptor-associated factor 4(TRAF4)-associated factor 2,14q13.1,14,NC_000014.9,34561093,34630148,minus,14,606098
9606,Homo sapiens,8808,0,live,IL1RL2,"IL-1Rrp2, IL-36R, IL1R-rp2, IL1RRP2",interleukin 1 receptor like 2,interleukin-1 receptor-like 2|IL-1 receptor-related protein 2|IL-36 receptor|interleukin-1 receptor-related protein 2,2q12.1,2,NC_000002.12,102186973,102242910,plus,15,604512
9606,Homo sapiens,953,0,live,ENTPD1,"ATPDase, CD39, NTPDase-1, SPG64",ectonucleoside triphosphate diphosphohydrolase 1,ectonucleoside triphosphate diphosphohydrolase 1|CD39 antigen|ecto-ATP diphosphohydrolase 1|ecto-ATPDase 1|ecto-ATPase 1|ecto-apyrase|lymphoid cell activation antigen,10q24.1,10,NC_000010.11,95710901,95877266,plus,18,601752
9606,Homo sapiens,4660,0,live,PPP1R12B,"MYPT2, PP1bp55",protein phosphatase 1 regulatory subunit 12B,"protein phosphatase 1 regulatory subunit 12B|myosin phosphatase target subunit 2|myosin phosphatase-targeting subunit 2|protein phosphatase 1, regulatory (inhibitor) subunit 12B",1q32.1,1,NC_000001.11,202348699,202592702,plus,33,603768
9606,Homo sapiens,10301,0,live,DLEU1,"BCMS, BCMS1, DLB1, DLEU2, LEU1, LEU2, LINC00021, NCRNA00021, XTP6",deleted in lymphocytic leukemia 1,B-cell neoplasia-associated gene with multiple splicing|deleted in lymphocytic leukemia 1 (non-protein coding)|leukemia-associated protein 2|long intergenic non-protein coding RNA 21,13q14.2-q14.3,13,NC_000013.11,50082169,50528643,plus,8,605765
9606,Homo sapiens,57514,0,live,ARHGAP31,"AOS1, CDGAP",Rho GTPase activating protein 31,rho GTPase-activating protein 31|Cdc42 GTPase-activating protein,3q13.32-q13.33,3,NC_000003.12,119294289,119420714,plus,12,610911
9606,Homo sapiens,79258,0,live,MMEL1,"MMEL2, NEP2, NEPII, NL1, NL2, SEP",membrane metalloendopeptidase like 1,membrane metallo-endopeptidase-like 1|NEP2(m)|membrane metallo-endopeptidase-like 2|neprilysin II|neprilysin-2|soluble secreted endopeptidase|zinc metallopeptidase,1p36.32,1,NC_000001.11,2590639,2633042,minus,26,618104
9606,Homo sapiens,387357,0,live,THEMIS,"C6orf190, C6orf207, GASP, SPOT, TSEPA",thymocyte selection associated,protein THEMIS|GRB2-associated protein|signaling phosphoprotein specific for T cells|thymocyte selection pathway associated|thymocyte-expressed molecule involved in selection,6q22.33,6,NC_000006.12,127708194,127918605,minus,12,613607
9606,Homo sapiens,101928376,0,live,IL12A-AS1,ILAS1-AS1,IL12A antisense RNA 1,CTD-2049J23.2,3q25.33,3,NC_000003.12,159913400,160207092,minus,10,
9606,Homo sapiens,164656,0,live,TMPRSS6,"IRIDA, MT2",transmembrane serine protease 6,"transmembrane protease serine 6|matriptase-2|membrane-bound mosaic serine proteinase matriptase-2|transmembrane protease, serine 6|type II transmembrane serine protease 6",22q12.3,22,NC_000022.11,37065436,37110625,minus,23,609862
9606,Homo sapiens,4922,0,live,NTS,"NMN-125, NN, NT, NT/N1, NTS",neurotensin,neurotensin/neuromedin N|pro-neurotensin/neuromedin,12q21.31,12,NC_000012.12,85874295,85882992,plus,4,162650
9606,Homo sapiens,81606,0,live,LBH,,LBH regulator of WNT signaling pathway,protein LBH|hLBH|limb bud and heart development homolog|limb bud and heart development protein homolog,2p23.1,2,NC_000002.12,30231534,30260028,plus,4,611763
9606,Homo sapiens,26147,0,live,PHF19,"MTF2L1, PCL3, TDRD19B",PHD finger protein 19,PHD finger protein 19|polycomb like 3|polycomb-like protein 3|tudor domain containing 19B,9q33.2,9,NC_000009.12,120855651,120902160,minus,21,609740
9606,Homo sapiens,9034,0,live,CCRL2,"ACKR5, CKRX, CRAM, CRAM-A, CRAM-B, HCR",C-C motif chemokine receptor like 2,C-C chemokine receptor-like 2|atypical chemokine receptor 5|chemokine (C-C motif) receptor-like 2|chemokine receptor CCR11|chemokine receptor X|putative MCP-1 chemokine receptor,3p21.31,3,NC_000003.12,46407166,46409523,plus,5,608379
9606,Homo sapiens,3804,0,live,KIR2DL3,"CD158B2, CD158b, GL183, KIR-023GB, KIR-K7b, KIR-K7c, KIR2DL, KIR2DS5, KIRCL23, NKAT, NKAT2, NKAT2A, NKAT2B, p58","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3","killer cell immunoglobulin-like receptor 2DL3|CD158 antigen-like family member B2|NKAT-2|killer cell immunoglobulin-like receptor two domains long cytoplasmic tail 3|killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 5|killer inhibitory receptor cl 2-3|natural killer associated transcript 2|natural killer cell inhibitory receptor KIR2DL3|p58 NK receptor CL-6|p58 natural killer cell receptor clone CL-6|p58.2 MHC class-I specific NK receptor",19q13.42,19,NC_000019.10,54738513,54753052,plus,8,604938
9606,Homo sapiens,4891,0,live,SLC11A2,"AHMIO1, DCT1, DMT1, NRAMP2",solute carrier family 11 member 2,"natural resistance-associated macrophage protein 2|DMT-1|NRAMP 2|divalent cation transporter 1|solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2|solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2",12q13.12,12,NC_000012.12,50952263,51028886,minus,25,600523
9606,Homo sapiens,5266,0,live,PI3,"ESI, SKALP, WAP3, WFDC14, cementoin",peptidase inhibitor 3,"elafin|PI-3|WAP four-disulfide core domain 14|WAP four-disulfide core domain protein 14|elastase-specific inhibitor|peptidase inhibitor 3, skin-derived|pre-elafin|protease inhibitor 3, skin-derived (SKALP)|protease inhibitor WAP3|skin-derived antileukoproteinase|trappin-2",20q13.12,20,NC_000020.11,45174902,45176544,plus,3,182257
9606,Homo sapiens,3803,0,live,KIR2DL2,"CD158B1, CD158b, NKAT-6, NKAT6, p58.2","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2","killer cell immunoglobulin-like receptor 2DL2|CD158 antigen-like family member B1|MHC class I NK cell receptor|killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2|natural killer-associated transcript 6|p58 NK receptor CL-43|p58 natural killer cell receptor clone CL-43",19q13.4,19,,,,,,604937
9606,Homo sapiens,5967,0,live,REG1A,"ICRF, P19, PSP, PSPS, PSPS1, PTP, REG",regenerating family member 1 alpha,"lithostathine-1-alpha|REG-1-alpha|islet cells regeneration factor|islet of langerhans regenerating protein|pancreatic stone protein, secretory|pancreatic thread protein|protein-X|regenerating islet-derived protein 1-alpha|regenerating protein I alpha",2p12,2,NC_000002.12,79120488,79123409,plus,6,167770
9606,Homo sapiens,6150,0,live,MRPL23,"L23MRP, RPL23, RPL23L",mitochondrial ribosomal protein L23,"39S ribosomal protein L23, mitochondrial|L23 mitochondrial-related protein|L23mt|MRP-L23|mitochondrial large ribosomal subunit protein uL23m|ribosomal protein related to L23 (mitochondrial)",11p15.5,11,NC_000011.10,1947272,2013176,plus,11,600789
9606,Homo sapiens,284099,0,live,C17orf78,,chromosome 17 open reading frame 78,uncharacterized protein C17orf78,17q12,17,NC_000017.11,37375332,37392708,plus,7,
9606,Homo sapiens,3549,0,live,IHH,"BDA1, HHG2",Indian hedgehog signaling molecule,indian hedgehog protein|Indian hedgehog homolog,2q35,2,NC_000002.12,219054424,219060921,minus,3,600726
9606,Homo sapiens,1365,0,live,CLDN3,"C7orf1, CPE-R2, CPETR2, HRVP1, RVP1",claudin 3,claudin-3|CPE-R 2|CPE-receptor 2|Clostridium perfringens enterotoxin receptor 2|ventral prostate.1 protein homolog|ventral prostate.1-like protein,7q11.23,7,NC_000007.14,73768997,73770270,minus,1,602910
9606,Homo sapiens,55892,0,live,MYNN,"OSZF, SBBIZ1, ZBTB31, ZNF902",myoneurin,myoneurin|zinc finger and BTB domain-containing protein 31|zinc finger protein with BTB/POZ domain,3q26.2,3,NC_000003.12,169773396,169789716,plus,9,606042
9606,Homo sapiens,54768,0,live,HYDIN,"CILD51, HYDIN2, PPP1R31, HYDIN",HYDIN axonemal central pair apparatus protein,"hydrocephalus-inducing protein homolog|protein phosphatase 1, regulatory subunit 31",16q22.2,16,NC_000016.10,70802084,71230722,minus,92,610812
9606,Homo sapiens,3601,0,live,IL15RA,CD215,interleukin 15 receptor subunit alpha,"interleukin-15 receptor subunit alpha|interleukin 15 receptor, alpha",10p15.1,10,NC_000010.11,5948897,5978741,minus,13,601070
9606,Homo sapiens,10537,0,live,UBD,"FAT10, GABBR1-3, UBD",ubiquitin D,ubiquitin D|diubiquitin|ubiquitin-like protein FAT10,6p22.1,6,NC_000006.12,29555515,29559732,minus,2,606050
9606,Homo sapiens,5270,0,live,SERPINE2,"GDN, GDNPF, PI-7, PI7, PN-1, PN1, PNI",serpin family E member 2,"glia-derived nexin|glial-derived neurite promoting factor|peptidase inhibitor 7|protease nexin I|serpin E2|serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2",2q36.1,2,NC_000002.12,223975045,224039286,minus,13,177010
9606,Homo sapiens,9075,0,live,CLDN2,,claudin 2,claudin-2|SP82,Xq22.3,X,NC_000023.11,106900164,106930861,plus,4,300520
9606,Homo sapiens,345611,0,live,IRGM,"IFI11, LRG-47, LRG47, IRGM",immunity related GTPase M,"immunity-related GTPase family M protein|LPS-stimulated RAW 264.7 macrophage protein 47 homolog|LRG-47-like protein|immunity-related GTPase family, M1|interferon-inducible protein 1",5q33.1,5,NC_000005.10,150846521,150902402,plus,5,608212
9606,Homo sapiens,56288,0,live,PARD3,"ASIP, Baz, PAR3, PAR3alpha, PARD-3A, PPP1R118, SE2-5L16, SE2-5LT1, SE2-5T2, PARD3",par-3 family cell polarity regulator,"partitioning defective 3 homolog|CTCL tumor antigen se2-5|PAR3-alpha|atypical PKC isotype-specific interacting protein|bazooka|par-3 family cell polarity regulator alpha|par-3 partitioning defective 3 homolog|protein phosphatase 1, regulatory subunit 118",10p11.22-p11.21,10,NC_000010.11,34109561,34815296,minus,26,606745
